Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
9;8:00;10;2015;0,7;23;14;1,3;356,42;88,715;0,000;;;0,020;0,020;;0;0,007;0,020;352,58;89,412;0,000;;;;0,000;;0;0,007;0,000;178,127;0,000;0,020;0,020;333,06;33,244;0,000;0,004;0,034;;;0,004;0,034;211,371;0,000;0,054;0,054;4,20;0,363;;0;300,40;0,014;0,167;0,181;-0,256;1,6;24;0;0,138;2,3;24;0;0,199;0,30;24;0;0,026;0;0,363;;;;;;;;;;;;;;;;
10;8:00;10;2015;;22;14;3,2;356,39;88,549;-0,166;2:51;9,0;0,020;0,112;;0;0,018;-0,054;352,58;89,412;0,000;;;;0,000;;0;0,018;0,000;177,961;-0,166;0,112;-0,054;333,01;33,082;-0,162;0,004;0,225;;;0,010;0,063;211,043;-0,328;0,337;0,009;4,30;0,371;;0;;;;;;1,7;21;0;0,146;2,3;24;0;0,199;0,30;24;0;0,026;0;0,371;;;;;;;;;;;;;;;;
11;8:00;10;2015;0,8;22;14;2,6;356,36;88,384;-0,165;3:30;9,0;0,020;0,133;;0;0,014;-0,032;352,58;89,412;0,000;;;;0,000;;0;0,015;0,000;177,796;-0,165;0,133;-0,032;332,93;32,825;-0,257;0,004;0,224;;;0,008;-0,033;210,621;-0,422;0,357;-0,065;4,30;0,372;;0;;;;;;1,7;24;0;0,147;2,3;24;0;0,199;0,30;24;0;0,026;0;0,372;;;;;;;;;;;;;;;;
12;8:00;10;2015;2,3;21;17;2,2;356,33;88,218;-0,166;3:30;9,0;0,020;0,133;;0;0,012;-0,033;352,58;89,412;0,000;;;;0,000;;0;0,012;0,000;177,630;-0,166;0,133;-0,033;332,85;32,568;-0,257;0,004;0,223;;;0,007;-0,034;210,198;-0,423;0,356;-0,067;4,30;0,372;;0;;;;;;1,7;24;0;0,147;2,3;24;0;0,199;0,30;24;0;0,026;0;0,372;;;;;;;;;;;;;;;;
13;8:00;10;2015;0,8;20;14;1,3;356,31;88,108;-0,110;3:30;9,0;0,020;0,133;2363;314;0,007;0,023;352,58;89,412;0,000;;;;0,000;;0;0,007;0,000;177,520;-0,110;0,133;0,023;332,78;32,345;-0,223;0,004;0,223;;;0,004;0,000;209,865;-0,333;0,356;0,023;4,30;0,372;831;309;301,48;0,107;0,040;0,147;#ÁVALOR!;1,7;24;0;0,147;2,3;24;0;0,199;0,30;24;0;0,026;0;0,372;;;;;;;;;;;;;;;;
14;8:00;10;2015;6;21;13;1,8;356,28;87,943;-0,165;3:30;9,0;0,020;0,133;;0;0,010;-0,032;352,58;89,412;0,000;;;;0,000;;0;0,010;0,000;177,355;-0,165;0,133;-0,032;332,70;32,091;-0,254;0,004;0,223;;;0,006;-0,031;209,446;-0,419;0,356;-0,063;4,10;0,341;;0;301,77;0,136;0,088;0,224;0,077;1,5;22;0;0,116;2,3;24;0;0,199;0,30;24;0;0,026;0;0,341;;;;;;;;;;;;;;;;
15;8:00;10;2015;0;22;15;2,3;356,25;87,779;-0,164;3:30;9,0;0,020;0,133;2340;311;0,013;-0,031;352,58;89,412;0,000;;;;0,000;;0;0,013;0,000;177,191;-0,164;0,133;-0,031;332,62;31,838;-0,253;0,004;0,223;;;0,007;-0,030;209,029;-0,417;0,356;-0,061;4,10;0,354;;0;301,78;0,137;0,068;0,205;-0,019;1,5;24;0;0,130;2,3;24;0;0,199;0,30;24;0;0,026;0;0,354;;;;;;;;;;;;;;;;
16;8:00;10;2015;;23;15;1,4;356,21;87,559;-0,220;5:30;9,0;0,020;0,198;;0;0,008;-0,022;352,58;89,412;0,000;;;;0,000;;0;0,00784;0,000;176,971;-0,220;0,198;-0,022;332,62;31,838;0,000;0,004;0,004;;;0,004;0,004;208,809;-0,220;0,202;-0,018;2,10;0,188;842;158;300,88;0,051;0,210;0,261;0,056;1,8;23;0;0,154;0,0;23;0;0,008;0,30;24;0;0,026;0;0,188;;;;;;;;;;;;;;;;
17;8:00;10;2015;;23;14;2,7;356,17;87,341;-0,218;5:30;9,0;0,020;0,198;;0;0,015;-0,020;352,58;89,412;0,000;;;;0,000;;0;0,01512;0,000;176,753;-0,218;0,198;-0,020;332,62;31,838;0,000;0,004;0,004;;;0,009;0,004;208,591;-0,218;0,202;-0,016;2,10;0,181;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,30;24;0;0,026;0;0,181;;;;;;;;;;;;;;;;
18;8:00;10;2015;11;22;15;1,7;356,13;87,122;-0,219;5:30;9,0;0,020;0,198;;0;0,009;-0,021;352,58;89,412;0,000;;;;0,000;;0;0,010;0,000;176,534;-0,219;0,198;-0,021;332,62;31,838;0,000;0,004;0,004;;;0,005;0,004;208,372;-0,219;0,202;-0,017;2,10;0,181;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,30;24;0;0,026;0;0,181;;;;;;;;;;;;;;;;
19;8:00;10;2015;63,7;19;16;0,7;356,16;87,286;0,164;5.20;9,0;0,020;0,193;2352;454;0,004;0,357;352,68;89,978;0,566;;;;0,000;;0;0,004;0,566;177,264;0,730;0,193;0,923;332,84;32,536;0,698;0,004;0,004;;;0,002;0,702;209,800;1,428;0,197;1,625;2,10;0,181;1170;212;301,78;0,137;0,180;0,317;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,30;24;0;0,026;0;0,181;;;;;;;;;;;;;;;;
20;8:00;10;2015;0,9;19;17;2,1;356,12;87,067;-0,219;5:30;9,0;0,020;0,198;;0;0,011;-0,021;352,69;90,036;0,058;;;;0,000;;0;0,012;0,058;177,103;-0,161;0,198;0,037;332,96;32,921;0,385;0,004;0,004;;;0,007;0,389;210,024;0,224;0,202;0,426;2,00;0,253;1872;474;300,43;0,016;0,443;0,459;0,142;1,7;20;0;0,148;0,0;24;0;0,000;0,30;24;0;0,026;0;0,174;;;;;;;;;;;;;;;;
21;8:00;10;2015;0,2;21;15;1,4;356,10;86,958;-0,109;5:30;9,0;0,020;0,198;;0;0,008;0,089;352,70;90,093;0,057;;;;0,000;;0;0,008;0,057;177,051;-0,052;0,198;0,146;333,00;33,050;0,129;0,004;0,004;;;0,005;0,133;210,101;0,077;0,202;0,279;2,00;0,268;;0;300,60;0,030;0,500;0,530;0,071;1,7;24;0;0,147;0,0;24;0;0,000;0,30;24;0;0,026;0;0,173;;;;;;;;;;;;;;;;
22;8:00;10;2015;;22;14;1,6;356,07;86,795;-0,163;4:00;9,0;0,020;0,150;;0;0,009;-0,013;352,71;90,151;0,058;;;;0,000;;0;0,009;0,058;176,946;-0,105;0,150;0,045;333,02;33,115;0,065;0,004;0,004;;;0,005;0,069;210,061;-0,040;0,154;0,114;1,80;0,251;;0;300,89;0,052;0,520;0,572;0,042;1,5;22;0;0,130;0,0;24;0;0,000;0,30;24;0;0,026;0;0,156;;;;;;;;;;;;;;;;
23;8:00;10;2015;;23;14;1,6;356,06;86,741;-0,054;;;0,020;0,020;;0;0,009;-0,034;352,72;90,209;0,058;;;;0,000;;0;0,009;0,058;176,950;0,004;0,020;0,024;333,02;33,115;0,000;0,004;0,144;;;0,005;0,144;210,065;0,004;0,164;0,168;2,10;0,276;;0;301,01;0,062;0,405;0,467;-0,105;1,5;24;0;0,130;0,0;24;0;0,000;0,60;23;0;0,051;0;0,181;;;;;;;;;;;;;;;;
24;8:00;10;2015;;22;16;2,2;356,05;86,686;-0,055;;;0,020;0,020;;0;0,012;-0,035;352,72;90,209;0,000;;;;0,000;;0;0,013;0,000;176,895;-0,055;0,020;-0,035;333,04;33,179;0,064;0,004;0,041;;;0,007;0,105;210,074;0,009;0,061;0,070;1,70;0,244;;0;;;;;;1,1;23;0;0,097;0,0;24;0;0,000;0,60;24;0;0,052;0;0,149;;;;;;;;;;;;;;;;
25;8:00;10;2015;;19;16;2,3;356,04;86,632;-0,054;;;0,020;0,020;;0;0,012;-0,034;352,72;90,209;0,000;;;;0,000;;0;0,013;0,000;176,841;-0,054;0,020;-0,034;333,03;33,147;-0,032;0,004;0,114;;;0,007;0,082;209,988;-0,086;0,134;0,048;1,40;0,218;;0;;;;;;1,1;24;0;0,095;0,0;24;0;0,000;0,30;22;0;0,028;0;0,123;;;;;;;;;;;;;;;;
26;8:00;10;2015;9,1;19;16;2,0;356,03;86,577;-0,055;;;0,020;0,020;;0;0,011;-0,035;352,72;90,209;0,000;;;;0,000;;0;0,012;0,000;176,786;-0,055;0,020;-0,035;333,04;33,179;0,032;0,004;0,114;;;0,006;0,146;209,965;-0,023;0,134;0,111;1,40;0,216;1100;238;300,80;0,043;0,338;0,381;#ÁVALOR!;1,1;24;0;0,095;0,0;24;0;0,000;0,30;24;0;0,026;0;0,121;;;;;;;;;;;;;;;;
27;8:00;10;2015;2,0;21;16;1,5;356,03;86,577;0,000;;;0,020;0,020;;0;0,008;0,020;352,73;90,266;0,057;;;;0,000;;0;0,009;0,057;176,843;0,057;0,020;0,077;332,98;32,985;-0,194;0,004;0,188;;;0,005;-0,006;209,828;-0,137;0,208;0,071;1,40;0,216;;0;301,04;0,065;0,340;0,405;0,024;1,1;24;0;0,095;0,0;24;0;0,000;0,30;24;0;0,026;0;0,121;;;;;;;;;;;;;;;;
28;8:00;10;2015;2,6;18;11;1,6;356,04;86,632;0,055;;;0,020;0,020;;0;0,009;0,075;352,74;90,324;0,058;;;;0,000;;0;0,009;0,058;176,956;0,113;0,020;0,133;332,95;32,889;-0,096;0,004;0,077;;;0,005;-0,019;209,845;0,017;0,097;0,114;1,40;0,216;;0;300,56;0,026;0,350;0,376;-0,029;1,1;24;0;0,095;0,0;24;0;0,000;0,30;24;0;0,026;0;0,121;;;;;;;;;;;;;;;;
29;8:00;10;2015;;18;11;0,9;356,04;86,632;0,000;;;0,020;0,020;;0;0,005;0,020;352,75;90,383;0,059;;;;0,000;;;0,005;0,059;177,015;0,059;0,020;0,079;332,92;32,792;-0,097;0,004;0,077;;;0,003;-0,020;209,807;-0,038;0,097;0,059;1,40;0,216;;0;300,38;0,014;0,386;0,400;0,024;1,1;24;0;0,095;0,0;24;0;0,000;0,30;24;0;0,026;0;0,121;;;;;;;;;;;;;;;;
30;8:00;10;2015;;20;11;2,1;356,04;86,632;0,000;;;0,020;0,020;;0;0,012;0,020;352,75;90,383;0,000;;;;0,000;;0;0,012;0,000;177,015;0,000;0,020;0,020;332,88;32,664;-0,128;0,004;0,132;;;0,007;0,004;209,679;-0,128;0,152;0,024;1,40;0,216;;0;300,76;0,041;0,220;0,261;-0,139;1,1;24;0;0,095;0,0;24;0;0,000;0,30;24;0;0,026;0;0,121;;;;;;;;;;;;;;;;
31;8:00;10;2015;;21;16;2,4;355,98;86,306;-0,326;0:21;9,0;0,020;0,031;;0;0,013;-0,295;352,75;90,383;0,000;;;;0,000;;;0,01416;0,000;176,689;-0,326;0,031;-0,295;332,90;32,728;0,064;0,004;0,004;;;0,008;0,068;209,417;-0,262;0,035;-0,227;1,90;0,171;;0;;;;;;1,6;23;0;0,133;0,0;24;0;0,000;0,30;24;0;0,026;0;0,159;;;;;;;;;;;;;;;;
1;8:00;11;2015;3,0;20;16;3,0;355,96;86,198;-0,108;5:00;9,0;0,020;0,182;;0;0,016;0,074;352,75;90,383;0,000;0:00;;;0,000;;0;0,018;0,000;176,581;-0,108;0,182;0,074;332,90;32,728;0,000;0,004;0,004;;;0,010;0,004;209,309;-0,108;0,186;0,078;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
2;8:00;11;2015;18,5;19;13;0,7;355,96;86,198;0,000;5:00;9,0;0,020;0,182;;0;0,004;0,182;352,77;90,499;0,116;0:00;;;0,000;;0;0,004;0,116;176,697;0,116;0,182;0,298;332,96;32,921;0,193;0,004;0,004;;;0,002;0,197;209,618;0,309;0,186;0,495;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
3;8:00;11;2015;3,9;16;13;0,9;356,04;86,632;0,434;;;0,020;0,020;;0;0,005;0,454;352,79;90,617;0,118;0:00;;;0,000;;0;0,005;0,118;177,249;0,552;0,020;0,572;332,98;32,985;0,064;0,004;0,004;;;0,003;0,068;210,234;0,616;0,024;0,640;1,95;0,168;1170;197;301,74;0,133;0,200;0,333;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
4;8:00;11;2015;0,1;19;14;2,8;356,04;86,632;0,000;5:00;9,0;0,020;0,182;;0;0,015;0,182;352,82;90,794;0,177;0:00;;;0,000;;0;0,017;0,177;177,426;0,177;0,182;0,359;333,09;33,341;0,356;0,004;0,004;;;0,009;0,360;210,767;0,533;0,186;0,719;1,95;0,168;;0;301,78;0,137;0,260;0,397;0,064;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
5;8:00;11;2015;;20;14;0,7;356,02;86,523;-0,109;5:00;9,0;0,020;0,182;;0;0,004;0,073;352,83;90,854;0,060;0:00;;;0,000;;0;0,004;0,060;177,377;-0,049;0,182;0,133;333,17;33,602;0,261;0,004;0,004;;;0,002;0,265;210,979;0,212;0,186;0,398;1,95;0,168;1450;244;301,77;0,136;0,310;0,446;0,049;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
6;8:00;11;2015;;21;12;1,3;356,03;86,577;0,054;;;0,020;0,020;;0;0,007;0,074;352,81;90,735;-0,119;4:00;;;0,130;;0;0,008;0,011;177,312;-0,065;0,150;0,085;333,22;33,765;0,163;0,004;0,004;;;0,004;0,167;211,077;0,098;0,154;0,252;1,95;0,168;1544;260;301,51;0,110;0,350;0,460;0,014;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
7;8:00;11;2015;;22;12;3,5;356,03;86,577;0,000;;;0,020;0,020;;0;0,019;0,020;352,79;90,617;-0,118;4:00;;;0,130;;0;0,021;0,012;177,194;-0,118;0,150;0,032;333,25;33,863;0,098;0,004;0,004;;;0,011;0,102;211,057;-0,020;0,154;0,134;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
8;8:00;11;2015;;21;17;3,6;356,02;86,523;-0,054;3:00;9,0;0,020;0,117;;0;0,019;0,063;352,80;90,676;0,059;;;;0,000;;0;0,021;0,059;177,199;0,005;0,117;0,122;333,28;33,962;0,099;0,004;0,004;;;0,012;0,103;211,161;0,104;0,121;0,225;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
9;8:00;11;2015;;20;16;1,7;356,02;86,523;0,000;3:00;9,0;0,020;0,117;;0;0,009;0,117;352,80;90,676;0,000;;;;0,000;;0;0,010;0,000;177,199;0,000;0,117;0,117;333,30;34,028;0,066;0,004;0,004;;;0,006;0,070;211,227;0,066;0,121;0,187;1,95;0,168;1322;223;301,38;0,097;0,280;0,377;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
10;8:00;11;2015;;21;16;2,5;356,02;86,523;0,000;;;0,020;0,020;;0;0,014;0,020;352,78;90,558;-0,118;4:00;;;0,130;;0;0,015;0,012;177,081;-0,118;0,150;0,032;333,32;34,093;0,065;0,004;0,004;;;0,008;0,069;211,174;-0,053;0,154;0,101;1,45;0,129;;0;301,72;0,131;0,264;0,395;0,018;1,1;21;45;0,099;0,0;24;0;0,000;0,35;24;0;0,030;0;0,129;;;;;;;;;;;;;;;;
11;8:00;11;2015;;22;12;2,9;356,02;86,523;0,000;;;0,020;0,020;;0;0,016;0,020;352,78;90,558;0,000;;;;0,000;;0;0,017;0,000;177,081;0,000;0,020;0,020;333,33;34,126;0,033;0,004;0,004;;;0,010;0,037;211,207;0,033;0,024;0,057;1,95;0,168;1287;217;301,71;0,130;0,140;0,270;-0,125;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
12;8:00;11;2015;;21;12;2,1;356,02;86,523;0,000;;;0,020;0,020;;0;0,011;0,020;352,78;90,558;0,000;;;;0,000;;0;0,012;0,000;177,081;0,000;0,020;0,020;333,31;34,060;-0,066;0,004;0,115;;;0,007;0,049;211,141;-0,066;0,135;0,069;2,15;0,186;1287;239;301,42;0,101;0,030;0,131;-0,139;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
13;8:00;11;2015;;19;11;1,7;356,02;86,523;0,000;;;0,020;0,020;;0;0,009;0,020;352,79;90,617;0,059;;;;0,000;;0;0,010;0,059;177,140;0,059;0,020;0,079;333,26;33,896;-0,164;0,004;0,152;;;0,006;-0,012;211,036;-0,105;0,172;0,067;2,05;0,178;1287;229;301,66;0,125;0,116;0,241;0,110;1,7;21;30;0,148;0,0;24;0;0,000;0,35;24;0;0,030;0;0,178;;;;;;;;;;;;;;;;
14;8:00;11;2015;;19;12;1,6;356,02;86,523;0,000;;;0,020;0,020;;0;0,009;0,020;352,79;90,617;0,000;;;;0,000;;0;0,009;0,000;177,140;0,000;0,020;0,020;333,21;33,732;-0,164;0,004;0,208;;;0,005;0,044;210,872;-0,164;0,228;0,064;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
15;8:00;11;2015;;18;15;1,9;356,02;86,523;0,000;;;0,020;0,020;;0;0,010;0,020;352,79;90,617;0,000;;;;0,000;;0;0,011;0,000;177,140;0,000;0,020;0,020;333,17;33,602;-0,130;0,004;0,115;;;0,006;-0,015;210,742;-0,130;0,135;0,005;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
16;8:00;11;2015;;19;11;1,7;356,02;86,523;0,000;;;0,020;0,020;;0;0,009;0,020;352,79;90,617;0,000;;;;0,000;;0;0,010;0,000;177,140;0,000;0,020;0,020;333,13;33,471;-0,131;0,004;0,152;;;0,006;0,021;210,611;-0,131;0,172;0,041;2,05;0,177;948;168;301,19;0,078;0,300;0,378;#ÁVALOR!;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
17;8:00;11;2015;;19;9;1,6;356,02;86,523;0,000;;;0,020;0,020;;0;0,009;0,020;352,81;90,735;0,118;;;;0,000;;0;0,009;0,118;177,258;0,118;0,020;0,138;333,10;33,374;-0,097;0,004;0,152;;;0,005;0,055;210,632;0,021;0,172;0,193;2,15;0,184;;0;301,25;0,084;0,330;0,414;0,036;1,8;24;0;0,154;0,0;24;0;0,000;0,35;24;0;0,030;0;0,184;;;;;;;;;;;;;;;;
18;8:00;11;2015;;20;7;1,9;356,02;86,523;0,000;;;0,020;0,020;;0;0,010;0,020;352,82;90,794;0,059;;;;0,000;;0;0,011;0,059;177,317;0,059;0,020;0,079;333,08;33,309;-0,065;0,004;0,115;;;0,006;0,050;210,626;-0,006;0,135;0,129;2,15;0,186;;0;301,25;0,084;0,360;0,444;0,030;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
19;8:00;11;2015;;19;7;1,9;356,03;86,577;0,054;;;0,020;0,020;;0;0,010;0,074;352,82;90,794;0,000;;;;0,000;;0;0,011;0,000;177,371;0,054;0,020;0,074;333,06;33,244;-0,065;0,004;0,078;;;0,006;0,013;210,615;-0,011;0,098;0,087;2,35;0,202;1088;220;301,33;0,092;0,226;0,318;-0,126;2,0;22;0;0,172;0,0;24;0;0,000;0,35;24;0;0,030;0;0,202;;;;;;;;;;;;;;;;
20;8:00;11;2015;;20;7;1,0;356,04;86,632;0,055;;;0,020;0,020;;0;0,005;0,075;352,82;90,794;0,000;5:00;20;;0,006;;0;0,006;0,006;177,426;0,055;0,026;0,081;333,03;33,147;-0,097;0,004;0,078;;;0,003;-0,019;210,573;-0,042;0,104;0,062;2,25;0,195;924;180;301,43;0,102;0,145;0,247;-0,071;1,9;23;0;0,165;0,0;24;0;0,000;0,35;24;0;0,030;0;0,195;;;;;;;;;;;;;;;;
21;8:00;11;2015;;21;7;0,9;356,05;86,686;0,054;;;0,020;0,020;;0;0,005;0,074;352,82;90,794;0,000;;;;0,000;;0;0,005;0,000;177,480;0,054;0,020;0,074;333,01;33,082;-0,065;0,004;0,152;;;0,003;0,087;210,562;-0,011;0,172;0,161;2,05;0,168;;0;;;;;;1,7;23;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
22;8:00;11;2015;;17;7;2,4;356,05;86,686;0,000;;;0,020;0,020;;0;0,013;0,020;352,82;90,794;0,000;;;;0,000;;0;0,014;0,000;177,480;0,000;0,020;0,020;332,95;32,889;-0,193;0,004;0,152;;;0,008;-0,041;210,369;-0,193;0,172;-0,021;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
23;8:00;11;2015;;12;5;1,8;356,05;86,686;0,000;;;0,020;0,020;;0;0,010;0,020;352,82;90,794;0,000;;;;0,000;;0;0,011;0,000;177,480;0,000;0,020;0,020;332,90;32,728;-0,161;0,004;0,152;;;0,006;-0,009;210,208;-0,161;0,172;0,011;2,05;0,177;842;149;301,22;0,081;0,275;0,356;#ÁVALOR!;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
24;8:00;11;2015;;12;1;1,9;356,05;86,686;0,000;;;0,020;0,020;;0;0,010;0,020;352,82;90,794;0,000;;;;0,000;;0;0,011;0,000;177,480;0,000;0,020;0,020;332,82;32,472;-0,256;0,004;0,26;;;0,006;0,004;209,952;-0,256;0,280;0,024;2,95;0,252;831;209;301,50;0,109;0,350;0,459;0,103;1,7;24;0;0,147;0,9;23;0;0,075;0,35;24;0;0,030;0;0,252;;;;;;;;;;;;;;;;
25;8:00;11;2015;;13;1;1,9;356,05;86,686;0,000;;;0,020;0,020;;0;0,010;0,020;352,82;90,794;0,000;;;;0,000;;0;0,011;0,000;177,480;0,000;0,020;0,020;332,82;32,472;0,000;0,004;0,004;;;0,006;0,004;209,952;0,000;0,024;0,024;2,95;0,255;807;206;301,77;0,136;0,130;0,266;-0,193;1,7;24;0;0,147;0,9;24;0;0,078;0,35;24;0;0,030;0;0,255;;;;;;;;;;;;;;;;
26;8:00;11;2015;;14;4;1,5;356,04;86,632;-0,054;1:30;9,0;0,020;0,069;;0;0,008;0,015;352,78;90,558;-0,236;6:00;9;;0,194;;0;0,009;-0,042;177,190;-0,290;0,263;-0,027;332,82;32,472;0,000;0,004;0,004;;;0,005;0,004;209,662;-0,290;0,267;-0,023;3,55;0,300;796;239;301,17;0,076;0,154;0,230;-0,036;1,7;24;0;0,147;1,5;18;0;0,123;0,35;24;0;0,030;0;0,300;;;;;;;;;;;;;;;;
27;8:00;11;2015;;17;4;1,5;356,03;86,577;-0,055;3:00;9,0;0,020;0,117;;0;0,008;0,062;352,75;90,383;-0,175;8:00;9;;0,259;;0;0,009;0,084;176,960;-0,230;0,376;0,146;332,82;32,472;0,000;0,004;0,004;;;0,005;0,004;209,432;-0,230;0,380;0,150;3,85;0,330;;0;301,52;0,111;0,199;0,310;0,080;1,7;24;0;0,147;1,8;22;0;0,153;0,35;24;0;0,030;0;0,330;;;;;;;;;;;;;;;;
28;8:00;11;2015;;17;4;1,2;356,02;86,523;-0,054;3:00;9,0;0,020;0,117;;0;0,006;0,063;352,70;90,093;-0,290;8:00;9;;0,259;;0;0,007;-0,031;176,616;-0,344;0,376;0,032;332,83;32,504;0,032;0,004;0,004;;;0,004;0,036;209,120;-0,312;0,380;0,068;3,95;0,339;;0;;;;;;1,7;24;0;0,147;1,9;18;0;0,162;0,35;24;0;0,030;0;0,339;;;;;;;;;;;;;;;;
29;8:00;11;2015;;17;6;1,3;356,01;86,469;-0,054;;;0,020;0,020;;;0,007;-0,034;352,64;89,750;-0,343;9:00;9;;0,292;;0;0,007;-0,051;176,219;-0,397;0,312;-0,085;332,83;32,504;0,000;0,004;0,004;;;0,004;0,004;208,723;-0,397;0,316;-0,081;3,95;0,341;;0;;;;;;1,7;24;0;0,147;1,9;24;0;0,164;0,35;24;0;0,030;0;0,341;;;;;;;;;;;;;;;;
30;8:00;11;2015;;16;8;1,2;356,00;86,415;-0,054;;;0,020;0,020;;0;0,006;-0,034;352,59;89,468;-0,282;9:00;9;;0,292;;0;0,007;0,010;175,883;-0,336;0,312;-0,024;332,83;32,504;0,000;0,004;0,004;;;0,004;0,004;208,387;-0,336;0,316;-0,020;3,95;0,341;;0;301,65;0,124;0,206;0,330;#ÁVALOR!;1,7;24;0;0,147;1,9;24;0;0,164;0,35;24;0;0,030;0;0,341;;;;;;;;;;;;;;;;
1;8:00;12;2015;;16;11;1,7;355,98;86,306;-0,109;2:00;9,0;0,020;0,085;;0;0,009;-0,024;352,54;89,189;-0,279;9:00;9;;0,292;;0;0,009;0,013;175,495;-0,388;0,377;-0,011;332,83;32,504;0,000;0,004;0,004;;;0,005;0,004;207,999;-0,388;0,381;-0,007;4,05;0,349;796;278;301,77;0,136;0,280;0,416;0,086;1,7;24;0;0,147;2,0;21;0;0,172;0,35;24;0;0,030;0;0,349;;;;;;;;;;;;;;;;
